date;heure;NO2;O3
;;microg/m3;microg/m3
21/12/2008;20;44;27
21/12/2008;21;35;32
21/12/2008;22;32;36
21/12/2008;23;30;39
21/12/2008;24;24;45
22/12/2008;1;23;45
22/12/2008;2;27;37
22/12/2008;3;23;45
22/12/2008;4;25;41
22/12/2008;5;21;46
22/12/2008;6;25;43
22/12/2008;7;41;26
22/12/2008;8;71;3
22/12/2008;9;64;9
22/12/2008;10;57;17
22/12/2008;11;52;22
22/12/2008;12;49;24
22/12/2008;13;52;22
22/12/2008;14;56;17
22/12/2008;15;58;13
22/12/2008;16;64;6
22/12/2008;17;69;1
22/12/2008;18;76;0
22/12/2008;19;71;1
22/12/2008;20;64;2
22/12/2008;21;63;1
22/12/2008;22;57;3
22/12/2008;23;56;2
22/12/2008;24;53;4
23/12/2008;1;52;5
23/12/2008;2;43;10
23/12/2008;3;48;2
23/12/2008;4;50;1
23/12/2008;5;52;0
23/12/2008;6;53;0
23/12/2008;7;55;0
23/12/2008;8;59;0
23/12/2008;9;63;1
23/12/2008;10;65;3
23/12/2008;11;41;25
23/12/2008;12;25;44
23/12/2008;13;24;48
23/12/2008;14;24;48
23/12/2008;15;27;45
23/12/2008;16;33;38
23/12/2008;17;49;24
23/12/2008;18;67;7
23/12/2008;19;76;3
23/12/2008;20;68;7
23/12/2008;21;72;3
23/12/2008;22;70;3
23/12/2008;23;64;3
23/12/2008;24;55;9
24/12/2008;1;45;13
24/12/2008;2;54;1
24/12/2008;3;49;5
24/12/2008;4;42;7
24/12/2008;5;51;1
24/12/2008;6;55;0
24/12/2008;7;57;0
24/12/2008;8;65;0
24/12/2008;9;66;0
24/12/2008;10;64;2
24/12/2008;11;50;12
24/12/2008;12;41;19
24/12/2008;13;38;22
24/12/2008;14;44;17
24/12/2008;15;59;7
24/12/2008;16;66;2
24/12/2008;17;56;4
24/12/2008;18;57;3
24/12/2008;19;52;5
24/12/2008;20;45;7
24/12/2008;21;35;16
24/12/2008;22;26;27
24/12/2008;23;25;28
24/12/2008;24;27;24
25/12/2008;1;32;18
25/12/2008;2;33;16
25/12/2008;3;35;13
25/12/2008;4;34;14
25/12/2008;5;35;10
25/12/2008;6;36;11
25/12/2008;7;33;24
25/12/2008;8;33;23
25/12/2008;9;33;26
25/12/2008;10;30;32
25/12/2008;11;18;45
25/12/2008;12;18;46
25/12/2008;13;18;48
25/12/2008;14;14;52
25/12/2008;15;13;51
25/12/2008;16;15;48
25/12/2008;17;15;47
25/12/2008;18;26;36
25/12/2008;19;33;28
25/12/2008;20;29;31
25/12/2008;21;26;30
25/12/2008;22;30;23
25/12/2008;23;32;19
25/12/2008;24;31;17
26/12/2008;1;31;17
26/12/2008;2;16;32
26/12/2008;3;10;41
26/12/2008;4;11;40
26/12/2008;5;13;41
26/12/2008;6;17;37
26/12/2008;7;26;29
26/12/2008;8;34;20
26/12/2008;9;31;25
26/12/2008;10;19;37
26/12/2008;11;14;39
26/12/2008;12;15;40
26/12/2008;13;18;38
26/12/2008;14;21;37
26/12/2008;15;29;29
26/12/2008;16;33;24
26/12/2008;17;35;21
26/12/2008;18;47;11
26/12/2008;19;58;2
26/12/2008;20;55;3
26/12/2008;21;55;2
26/12/2008;22;43;8
26/12/2008;23;40;11
26/12/2008;24;40;11
27/12/2008;1;35;14
27/12/2008;2;31;17
27/12/2008;3;30;17
27/12/2008;4;25;20
27/12/2008;5;29;14
27/12/2008;6;26;17
27/12/2008;7;27;15
27/12/2008;8;26;14
27/12/2008;9;26;15
27/12/2008;10;22;17
27/12/2008;11;18;23
27/12/2008;12;16;26
27/12/2008;13;18;27
27/12/2008;14;24;21
27/12/2008;15;23;22
27/12/2008;16;28;17
27/12/2008;17;34;11
27/12/2008;18;39;5
27/12/2008;19;40;5
27/12/2008;20;38;6
27/12/2008;21;34;8
27/12/2008;22;30;12
27/12/2008;23;28;12
27/12/2008;24;29;10
28/12/2008;1;33;5
28/12/2008;2;33;5
28/12/2008;3;28;8
28/12/2008;4;30;5
28/12/2008;5;29;6
28/12/2008;6;29;6
28/12/2008;7;30;7
28/12/2008;8;28;9
28/12/2008;9;25;14
28/12/2008;10;22;20
28/12/2008;11;19;27
28/12/2008;12;20;31
28/12/2008;13;18;39
28/12/2008;14;15;45
28/12/2008;15;19;41
28/12/2008;16;29;26
28/12/2008;17;41;13
28/12/2008;18;48;8
28/12/2008;19;50;8
28/12/2008;20;44;13
28/12/2008;21;41;13
28/12/2008;22;40;12
28/12/2008;23;41;12
28/12/2008;24;36;14
29/12/2008;1;33;16
29/12/2008;2;31;16
29/12/2008;3;33;14
29/12/2008;4;40;6
29/12/2008;5;39;7
29/12/2008;6;44;3
29/12/2008;7;45;2
29/12/2008;8;49;2
29/12/2008;9;47;4
29/12/2008;10;n/d;n/d
29/12/2008;11;39;11
29/12/2008;12;48;9
29/12/2008;13;51;9
29/12/2008;14;53;10
29/12/2008;15;48;11
29/12/2008;16;51;7
29/12/2008;17;57;2
29/12/2008;18;62;0
29/12/2008;19;61;0
29/12/2008;20;58;1
29/12/2008;21;55;2
29/12/2008;22;50;2
29/12/2008;23;50;2
29/12/2008;24;47;1
30/12/2008;1;48;0
30/12/2008;2;49;2
30/12/2008;3;43;4
30/12/2008;4;35;9
30/12/2008;5;41;4
30/12/2008;6;45;1
30/12/2008;7;52;0
30/12/2008;8;52;0
30/12/2008;9;53;2
30/12/2008;10;59;2
30/12/2008;11;55;3
30/12/2008;12;52;3
30/12/2008;13;57;2
30/12/2008;14;58;2
30/12/2008;15;54;2
30/12/2008;16;55;0
30/12/2008;17;54;0
30/12/2008;18;54;0
30/12/2008;19;52;0
30/12/2008;20;51;0
30/12/2008;21;55;2
30/12/2008;22;62;1
30/12/2008;23;55;1
30/12/2008;24;48;0
31/12/2008;1;48;0
31/12/2008;2;48;0
31/12/2008;3;45;0
31/12/2008;4;44;0
31/12/2008;5;44;0
31/12/2008;6;44;0
31/12/2008;7;46;0
31/12/2008;8;52;0
31/12/2008;9;55;0
31/12/2008;10;59;1
31/12/2008;11;58;2
31/12/2008;12;54;3
31/12/2008;13;54;6
31/12/2008;14;56;6
31/12/2008;15;57;5
31/12/2008;16;70;1
31/12/2008;17;69;0
31/12/2008;18;69;0
31/12/2008;19;64;0
31/12/2008;20;62;0
31/12/2008;21;59;0
31/12/2008;22;58;0
31/12/2008;23;57;0
31/12/2008;24;55;0
01/01/2009;1;56;0
01/01/2009;2;57;0
01/01/2009;3;54;3
01/01/2009;4;60;0
01/01/2009;5;66;0
01/01/2009;6;64;0
01/01/2009;7;63;0
01/01/2009;8;63;0
01/01/2009;9;59;0
01/01/2009;10;55;2
01/01/2009;11;52;3
01/01/2009;12;51;3
01/01/2009;13;54;3
01/01/2009;14;54;4
01/01/2009;15;49;7
01/01/2009;16;50;11
01/01/2009;17;52;6
01/01/2009;18;55;4
01/01/2009;19;55;3
01/01/2009;20;54;3
01/01/2009;21;56;2
01/01/2009;22;58;0
01/01/2009;23;58;0
01/01/2009;24;59;0
02/01/2009;1;55;0
02/01/2009;2;53;1
02/01/2009;3;47;5
02/01/2009;4;37;11
02/01/2009;5;36;10
02/01/2009;6;38;8
02/01/2009;7;51;0
02/01/2009;8;54;0
02/01/2009;9;53;0
02/01/2009;10;48;3
02/01/2009;11;44;11
02/01/2009;12;42;16
02/01/2009;13;36;31
02/01/2009;14;35;36
02/01/2009;15;42;32
02/01/2009;16;47;26
02/01/2009;17;51;23
02/01/2009;18;56;18
02/01/2009;19;53;18
02/01/2009;20;52;13
02/01/2009;21;50;8
02/01/2009;22;48;5
02/01/2009;23;45;4
02/01/2009;24;38;9
03/01/2009;1;33;15
03/01/2009;2;34;14
03/01/2009;3;31;17
03/01/2009;4;29;18
03/01/2009;5;37;10
03/01/2009;6;45;2
03/01/2009;7;50;0
03/01/2009;8;50;1
03/01/2009;9;48;5
03/01/2009;10;42;11
03/01/2009;11;38;16
03/01/2009;12;30;27
03/01/2009;13;31;27
03/01/2009;14;36;23
03/01/2009;15;43;17
03/01/2009;16;47;14
03/01/2009;17;54;5
03/01/2009;18;60;2
03/01/2009;19;60;2
03/01/2009;20;61;2
03/01/2009;21;56;1
03/01/2009;22;55;1
03/01/2009;23;52;1
03/01/2009;24;52;0
04/01/2009;1;52;1
04/01/2009;2;56;0
04/01/2009;3;56;1
04/01/2009;4;53;0
04/01/2009;5;50;0
04/01/2009;6;51;0
04/01/2009;7;51;0
04/01/2009;8;54;0
04/01/2009;9;55;2
04/01/2009;10;55;5
04/01/2009;11;58;7
04/01/2009;12;63;8
04/01/2009;13;71;8
04/01/2009;14;78;8
04/01/2009;15;80;7
04/01/2009;16;83;6
04/01/2009;17;92;2
04/01/2009;18;103;4
04/01/2009;19;114;6
04/01/2009;20;107;7
04/01/2009;21;98;6
04/01/2009;22;87;4
04/01/2009;23;78;2
04/01/2009;24;66;7
05/01/2009;1;54;16
05/01/2009;2;45;22
05/01/2009;3;47;19
05/01/2009;4;52;13
05/01/2009;5;52;13
05/01/2009;6;60;4
05/01/2009;7;69;0
05/01/2009;8;76;0
05/01/2009;9;76;1
05/01/2009;10;77;2
05/01/2009;11;69;3
05/01/2009;12;68;4
05/01/2009;13;63;3
05/01/2009;14;73;2
05/01/2009;15;81;2
05/01/2009;16;77;2
05/01/2009;17;70;0
05/01/2009;18;61;0
05/01/2009;19;55;2
05/01/2009;20;48;8
05/01/2009;21;35;21
05/01/2009;22;32;23
05/01/2009;23;31;22
05/01/2009;24;43;10
06/01/2009;1;46;5
06/01/2009;2;40;10
06/01/2009;3;40;12
06/01/2009;4;40;16
06/01/2009;5;47;11
06/01/2009;6;55;5
06/01/2009;7;62;0
06/01/2009;8;62;1
06/01/2009;9;57;3
06/01/2009;10;54;8
06/01/2009;11;55;10
06/01/2009;12;53;13
06/01/2009;13;51;13
06/01/2009;14;55;12
06/01/2009;15;56;12
06/01/2009;16;62;8
06/01/2009;17;68;3
06/01/2009;18;76;2
06/01/2009;19;76;2
06/01/2009;20;76;2
06/01/2009;21;75;2
06/01/2009;22;75;2
06/01/2009;23;73;2
06/01/2009;24;73;2
07/01/2009;1;73;2
07/01/2009;2;73;2
07/01/2009;3;73;3
07/01/2009;4;73;2
07/01/2009;5;73;1
07/01/2009;6;76;2
07/01/2009;7;82;2
07/01/2009;8;90;2
07/01/2009;9;97;3
07/01/2009;10;97;7
07/01/2009;11;92;9
07/01/2009;12;86;13
07/01/2009;13;78;13
07/01/2009;14;87;9
07/01/2009;15;90;6
07/01/2009;16;78;5
07/01/2009;17;81;2
07/01/2009;18;82;2
07/01/2009;19;81;0
07/01/2009;20;72;1
07/01/2009;21;69;0
07/01/2009;22;67;0
07/01/2009;23;66;0
07/01/2009;24;64;0
08/01/2009;1;64;0
08/01/2009;2;65;0
08/01/2009;3;65;0
08/01/2009;4;66;1
08/01/2009;5;65;3
08/01/2009;6;67;1
08/01/2009;7;71;0
08/01/2009;8;78;1
08/01/2009;9;75;4
08/01/2009;10;68;10
08/01/2009;11;54;23
08/01/2009;12;40;36
08/01/2009;13;40;38
08/01/2009;14;49;30
08/01/2009;15;50;28
08/01/2009;16;56;21
08/01/2009;17;62;13
08/01/2009;18;68;8
08/01/2009;19;67;7
08/01/2009;20;71;4
08/01/2009;21;70;5
08/01/2009;22;66;5
08/01/2009;23;61;6
08/01/2009;24;61;6
09/01/2009;1;59;6
09/01/2009;2;55;7
09/01/2009;3;53;6
09/01/2009;4;55;3
09/01/2009;5;54;2
09/01/2009;6;59;0
09/01/2009;7;62;0
09/01/2009;8;64;1
09/01/2009;9;65;3
09/01/2009;10;66;5
09/01/2009;11;70;6
09/01/2009;12;72;9
09/01/2009;13;79;10
09/01/2009;14;88;8
09/01/2009;15;93;6
09/01/2009;16;101;4
09/01/2009;17;110;2
09/01/2009;18;102;2
09/01/2009;19;92;2
09/01/2009;20;83;2
09/01/2009;21;86;3
09/01/2009;22;88;3
09/01/2009;23;79;2
09/01/2009;24;82;2
10/01/2009;1;81;2
10/01/2009;2;86;2
10/01/2009;3;87;2
10/01/2009;4;89;2
10/01/2009;5;87;2
10/01/2009;6;83;2
10/01/2009;7;87;2
10/01/2009;8;94;2
10/01/2009;9;102;3
10/01/2009;10;114;4
10/01/2009;11;127;5
10/01/2009;12;145;6
10/01/2009;13;166;6
10/01/2009;14;161;6
10/01/2009;15;167;6
10/01/2009;16;147;5
10/01/2009;17;119;4
10/01/2009;18;99;2
10/01/2009;19;116;4
10/01/2009;20;128;5
10/01/2009;21;124;7
10/01/2009;22;126;6
10/01/2009;23;133;7
10/01/2009;24;152;11
11/01/2009;1;131;10
11/01/2009;2;114;8
11/01/2009;3;110;9
11/01/2009;4;105;5
11/01/2009;5;93;2
11/01/2009;6;88;3
11/01/2009;7;83;2
11/01/2009;8;75;0
11/01/2009;9;67;1
11/01/2009;10;65;4
11/01/2009;11;78;8
11/01/2009;12;97;10
11/01/2009;13;104;12
11/01/2009;14;99;16
11/01/2009;15;97;13
11/01/2009;16;104;7
11/01/2009;17;110;4
11/01/2009;18;116;5
11/01/2009;19;116;3
11/01/2009;20;115;5
11/01/2009;21;117;8
11/01/2009;22;115;9
11/01/2009;23;104;4
11/01/2009;24;93;0
12/01/2009;1;83;0
12/01/2009;2;75;2
12/01/2009;3;73;1
12/01/2009;4;69;1
12/01/2009;5;68;0
12/01/2009;6;75;0
12/01/2009;7;83;0
12/01/2009;8;82;0
12/01/2009;9;94;3
12/01/2009;10;n/d;n/d
12/01/2009;11;n/d;n/d
12/01/2009;12;72;9
12/01/2009;13;66;12
12/01/2009;14;65;13
12/01/2009;15;73;11
12/01/2009;16;81;6
12/01/2009;17;76;8
12/01/2009;18;78;8
12/01/2009;19;77;7
12/01/2009;20;77;6
12/01/2009;21;72;9
12/01/2009;22;56;21
12/01/2009;23;39;34
12/01/2009;24;32;40
13/01/2009;1;32;43
13/01/2009;2;35;35
13/01/2009;3;40;30
13/01/2009;4;40;30
13/01/2009;5;45;26
13/01/2009;6;69;11
13/01/2009;7;83;5
13/01/2009;8;95;1
13/01/2009;9;81;2
13/01/2009;10;77;3
13/01/2009;11;67;7
13/01/2009;12;65;9
13/01/2009;13;63;11
13/01/2009;14;67;8
13/01/2009;15;71;4
13/01/2009;16;75;3
13/01/2009;17;81;0
13/01/2009;18;83;0
13/01/2009;19;77;1
13/01/2009;20;58;5
13/01/2009;21;56;2
13/01/2009;22;53;3
13/01/2009;23;49;4
13/01/2009;24;54;0
14/01/2009;1;40;15
14/01/2009;2;23;32
14/01/2009;3;27;31
14/01/2009;4;30;29
14/01/2009;5;30;27
14/01/2009;6;44;17
14/01/2009;7;59;5
14/01/2009;8;69;0
14/01/2009;9;77;1
14/01/2009;10;79;3
14/01/2009;11;63;10
14/01/2009;12;55;16
14/01/2009;13;49;25
14/01/2009;14;47;27
14/01/2009;15;50;25
14/01/2009;16;50;26
14/01/2009;17;55;24
14/01/2009;18;44;33
14/01/2009;19;54;23
14/01/2009;20;64;13
14/01/2009;21;43;33
14/01/2009;22;31;41
14/01/2009;23;22;53
14/01/2009;24;23;47
15/01/2009;1;31;40
15/01/2009;2;25;45
15/01/2009;3;24;44
15/01/2009;4;33;31
15/01/2009;5;40;24
15/01/2009;6;53;13
15/01/2009;7;76;2
15/01/2009;8;82;0
15/01/2009;9;79;2
15/01/2009;10;68;7
15/01/2009;11;39;27
15/01/2009;12;37;28
15/01/2009;13;45;22
15/01/2009;14;51;16
15/01/2009;15;57;10
15/01/2009;16;52;13
15/01/2009;17;51;12
15/01/2009;18;62;2
15/01/2009;19;61;1
15/01/2009;20;61;2
15/01/2009;21;56;3
15/01/2009;22;53;5
15/01/2009;23;57;2
15/01/2009;24;47;4
16/01/2009;1;42;6
16/01/2009;2;41;4
16/01/2009;3;36;6
16/01/2009;4;36;4
16/01/2009;5;36;2
16/01/2009;6;40;0
16/01/2009;7;49;0
16/01/2009;8;50;0
16/01/2009;9;55;1
16/01/2009;10;60;3
16/01/2009;11;56;3
16/01/2009;12;55;4
16/01/2009;13;57;6
16/01/2009;14;53;10
16/01/2009;15;54;9
16/01/2009;16;61;4
16/01/2009;17;64;1
16/01/2009;18;63;1
16/01/2009;19;69;0
16/01/2009;20;74;0
16/01/2009;21;72;0
16/01/2009;22;57;2
16/01/2009;23;49;5
16/01/2009;24;51;4
17/01/2009;1;34;25
17/01/2009;2;39;14
17/01/2009;3;40;9
17/01/2009;4;43;4
17/01/2009;5;41;6
17/01/2009;6;51;2
17/01/2009;7;48;6
17/01/2009;8;49;6
17/01/2009;9;45;11
17/01/2009;10;38;19
17/01/2009;11;42;15
17/01/2009;12;41;21
17/01/2009;13;33;27
17/01/2009;14;30;32
17/01/2009;15;31;32
17/01/2009;16;38;25
17/01/2009;17;46;17
17/01/2009;18;44;19
17/01/2009;19;46;17
17/01/2009;20;41;24
17/01/2009;21;29;37
17/01/2009;22;18;47
17/01/2009;23;18;47
17/01/2009;24;18;48
18/01/2009;1;17;48
18/01/2009;2;13;48
18/01/2009;3;13;49
18/01/2009;4;12;50
18/01/2009;5;14;48
18/01/2009;6;14;51
18/01/2009;7;11;52
18/01/2009;8;13;48
18/01/2009;9;13;68
18/01/2009;10;18;72
18/01/2009;11;27;58
18/01/2009;12;18;67
18/01/2009;13;15;72
18/01/2009;14;19;68
18/01/2009;15;18;68
18/01/2009;16;19;64
18/01/2009;17;22;60
18/01/2009;18;33;48
18/01/2009;19;46;34
18/01/2009;20;54;27
18/01/2009;21;49;29
18/01/2009;22;40;34
18/01/2009;23;36;34
18/01/2009;24;33;36
19/01/2009;1;25;42
19/01/2009;2;21;46
19/01/2009;3;16;52
19/01/2009;4;13;53
19/01/2009;5;15;54
19/01/2009;6;23;48
19/01/2009;7;35;35
19/01/2009;8;48;22
19/01/2009;9;35;31
19/01/2009;10;27;44
19/01/2009;11;22;55
19/01/2009;12;22;56
19/01/2009;13;18;61
19/01/2009;14;20;59
19/01/2009;15;28;52
19/01/2009;16;26;55
19/01/2009;17;36;49
19/01/2009;18;35;55
19/01/2009;19;31;60
19/01/2009;20;28;62
19/01/2009;21;21;68
19/01/2009;22;16;68
19/01/2009;23;15;66
19/01/2009;24;14;69
20/01/2009;1;12;71
20/01/2009;2;16;64
20/01/2009;3;19;62
20/01/2009;4;23;56
20/01/2009;5;28;48
20/01/2009;6;59;17
20/01/2009;7;76;5
20/01/2009;8;84;2
20/01/2009;9;79;4
20/01/2009;10;68;7
20/01/2009;11;49;20
20/01/2009;12;42;27
20/01/2009;13;46;27
20/01/2009;14;45;32
20/01/2009;15;47;34
20/01/2009;16;47;34
20/01/2009;17;62;22
20/01/2009;18;60;22
20/01/2009;19;72;13
20/01/2009;20;78;4
20/01/2009;21;76;2
20/01/2009;22;69;3
20/01/2009;23;68;3
20/01/2009;24;66;6
21/01/2009;1;57;11
21/01/2009;2;35;27
21/01/2009;3;31;28
21/01/2009;4;43;16
21/01/2009;5;46;13
21/01/2009;6;58;4
21/01/2009;7;66;1
21/01/2009;8;62;5
21/01/2009;9;54;9
21/01/2009;10;52;13
21/01/2009;11;51;16
21/01/2009;12;51;16
21/01/2009;13;50;18
21/01/2009;14;50;20
21/01/2009;15;49;20
21/01/2009;16;37;32
21/01/2009;17;42;30
21/01/2009;18;59;18
21/01/2009;19;71;6
21/01/2009;20;75;2
21/01/2009;21;63;8
21/01/2009;22;50;17
21/01/2009;23;37;29
21/01/2009;24;32;33
22/01/2009;1;26;38
22/01/2009;2;24;38
22/01/2009;3;20;42
22/01/2009;4;20;41
22/01/2009;5;22;38
22/01/2009;6;31;32
22/01/2009;7;42;23
22/01/2009;8;54;16
22/01/2009;9;52;20
22/01/2009;10;47;24
22/01/2009;11;41;30
22/01/2009;12;41;27
22/01/2009;13;37;29
22/01/2009;14;37;26
22/01/2009;15;46;17
22/01/2009;16;47;16
22/01/2009;17;57;6
22/01/2009;18;63;1
22/01/2009;19;65;1
22/01/2009;20;59;1
22/01/2009;21;50;5
22/01/2009;22;41;12
22/01/2009;23;32;23
22/01/2009;24;20;36
23/01/2009;1;17;42
23/01/2009;2;14;45
23/01/2009;3;13;45
23/01/2009;4;17;38
23/01/2009;5;19;35
23/01/2009;6;22;37
23/01/2009;7;28;40
23/01/2009;8;42;36
23/01/2009;9;34;47
23/01/2009;10;31;54
23/01/2009;11;23;63
23/01/2009;12;18;56
23/01/2009;13;21;58
23/01/2009;14;21;61
23/01/2009;15;21;62
23/01/2009;16;23;57
23/01/2009;17;22;59
23/01/2009;18;34;43
23/01/2009;19;44;34
23/01/2009;20;39;37
23/01/2009;21;43;34
23/01/2009;22;37;36
23/01/2009;23;42;28
23/01/2009;24;50;19
24/01/2009;1;59;11
24/01/2009;2;49;16
24/01/2009;3;46;16
24/01/2009;4;43;16
24/01/2009;5;42;16
24/01/2009;6;41;15
24/01/2009;7;46;14
24/01/2009;8;47;14
24/01/2009;9;55;7
24/01/2009;10;50;14
24/01/2009;11;37;25
24/01/2009;12;37;28
24/01/2009;13;38;34
24/01/2009;14;34;41
24/01/2009;15;33;43
24/01/2009;16;34;43
24/01/2009;17;48;27
24/01/2009;18;52;19
24/01/2009;19;68;7
24/01/2009;20;76;4
24/01/2009;21;75;4
24/01/2009;22;75;2
24/01/2009;23;67;2
24/01/2009;24;66;3
25/01/2009;1;48;13
25/01/2009;2;36;21
25/01/2009;3;31;21
25/01/2009;4;32;18
25/01/2009;5;22;27
25/01/2009;6;18;36
25/01/2009;7;18;43
25/01/2009;8;18;45
25/01/2009;9;20;43
25/01/2009;10;19;44
25/01/2009;11;19;47
25/01/2009;12;27;45
25/01/2009;13;30;43
25/01/2009;14;21;54
25/01/2009;15;22;53
25/01/2009;16;29;46
25/01/2009;17;29;44
25/01/2009;18;35;36
25/01/2009;19;40;29
25/01/2009;20;50;17
25/01/2009;21;58;8
25/01/2009;22;48;17
25/01/2009;23;46;20
25/01/2009;24;35;28
26/01/2009;1;29;30
26/01/2009;2;34;26
26/01/2009;3;33;25
26/01/2009;4;37;21
26/01/2009;5;49;10
26/01/2009;6;67;1
26/01/2009;7;79;1
26/01/2009;8;70;4
26/01/2009;9;62;10
26/01/2009;10;60;15
26/01/2009;11;52;21
26/01/2009;12;54;20
26/01/2009;13;43;28
26/01/2009;14;47;24
26/01/2009;15;52;19
26/01/2009;16;61;11
26/01/2009;17;73;2
26/01/2009;18;79;0
26/01/2009;19;81;0
26/01/2009;20;80;0
26/01/2009;21;78;0
26/01/2009;22;78;0
26/01/2009;23;77;0
26/01/2009;24;72;0
27/01/2009;1;53;13
27/01/2009;2;38;22
27/01/2009;3;23;38
27/01/2009;4;19;39
27/01/2009;5;25;31
27/01/2009;6;36;23
27/01/2009;7;52;13
27/01/2009;8;67;3
27/01/2009;9;69;3
27/01/2009;10;67;5
27/01/2009;11;60;9
27/01/2009;12;59;11
27/01/2009;13;57;12
27/01/2009;14;56;11
27/01/2009;15;56;13
27/01/2009;16;62;8
27/01/2009;17;63;5
27/01/2009;18;68;2
27/01/2009;19;72;2
27/01/2009;20;73;0
27/01/2009;21;74;0
27/01/2009;22;67;0
27/01/2009;23;53;7
27/01/2009;24;34;27
28/01/2009;1;27;31
28/01/2009;2;23;39
28/01/2009;3;25;35
28/01/2009;4;29;27
28/01/2009;5;35;26
28/01/2009;6;38;24
28/01/2009;7;50;15
28/01/2009;8;71;4
28/01/2009;9;68;4
28/01/2009;10;58;9
28/01/2009;11;52;20
28/01/2009;12;38;39
28/01/2009;13;46;29
28/01/2009;14;n/d;n/d
28/01/2009;15;46;31
28/01/2009;16;51;26
28/01/2009;17;64;10
28/01/2009;18;64;8
28/01/2009;19;56;15
28/01/2009;20;67;0
28/01/2009;21;64;0
28/01/2009;22;63;0
28/01/2009;23;60;1
28/01/2009;24;56;3
29/01/2009;1;52;6
29/01/2009;2;50;6
29/01/2009;3;48;6
29/01/2009;4;45;4
29/01/2009;5;48;2
29/01/2009;6;52;0
29/01/2009;7;53;0
29/01/2009;8;53;0
29/01/2009;9;51;1
29/01/2009;10;52;4
29/01/2009;11;47;11
29/01/2009;12;43;16
29/01/2009;13;43;20
29/01/2009;14;47;19
29/01/2009;15;41;26
29/01/2009;16;48;21
29/01/2009;17;59;9
29/01/2009;18;65;4
29/01/2009;19;67;3
29/01/2009;20;65;3
29/01/2009;21;61;3
29/01/2009;22;52;6
29/01/2009;23;51;3
29/01/2009;24;48;4
30/01/2009;1;50;3
30/01/2009;2;47;4
30/01/2009;3;39;11
30/01/2009;4;40;8
30/01/2009;5;48;1
30/01/2009;6;55;0
30/01/2009;7;62;0
30/01/2009;8;58;0
30/01/2009;9;58;2
30/01/2009;10;52;7
30/01/2009;11;42;14
30/01/2009;12;37;19
30/01/2009;13;33;25
30/01/2009;14;41;25
30/01/2009;15;39;28
30/01/2009;16;41;25
30/01/2009;17;54;10
30/01/2009;18;67;1
30/01/2009;19;67;1
30/01/2009;20;67;1
30/01/2009;21;58;4
30/01/2009;22;49;9
30/01/2009;23;41;13
30/01/2009;24;39;13
31/01/2009;1;39;13
31/01/2009;2;34;16
31/01/2009;3;34;17
31/01/2009;4;35;14
31/01/2009;5;40;10
31/01/2009;6;46;5
31/01/2009;7;48;3
31/01/2009;8;52;2
31/01/2009;9;44;8
31/01/2009;10;38;17
31/01/2009;11;33;24
31/01/2009;12;33;28
31/01/2009;13;31;32
31/01/2009;14;31;36
31/01/2009;15;34;34
31/01/2009;16;42;24
31/01/2009;17;52;17
31/01/2009;18;54;13
31/01/2009;19;55;11
31/01/2009;20;51;10
31/01/2009;21;43;15
31/01/2009;22;36;17
31/01/2009;23;33;20
31/01/2009;24;33;22
01/02/2009;1;32;23
01/02/2009;2;30;25
01/02/2009;3;29;27
01/02/2009;4;24;30
01/02/2009;5;28;25
01/02/2009;6;34;19
01/02/2009;7;29;27
01/02/2009;8;29;27
01/02/2009;9;25;35
01/02/2009;10;19;42
01/02/2009;11;15;46
01/02/2009;12;16;48
01/02/2009;13;15;52
01/02/2009;14;16;51
01/02/2009;15;19;49
01/02/2009;16;25;45
01/02/2009;17;28;43
01/02/2009;18;31;39
01/02/2009;19;33;33
01/02/2009;20;30;32
01/02/2009;21;26;33
01/02/2009;22;23;33
01/02/2009;23;21;33
01/02/2009;24;23;29
02/02/2009;1;27;23
02/02/2009;2;26;23
02/02/2009;3;21;26
02/02/2009;4;21;22
02/02/2009;5;30;11
02/02/2009;6;39;3
02/02/2009;7;46;0
02/02/2009;8;50;0
02/02/2009;9;54;1
02/02/2009;10;55;2
02/02/2009;11;66;3
02/02/2009;12;61;6
02/02/2009;13;55;9
02/02/2009;14;60;8
02/02/2009;15;62;9
02/02/2009;16;65;5
02/02/2009;17;78;0
02/02/2009;18;82;0
02/02/2009;19;63;0
02/02/2009;20;51;0
02/02/2009;21;49;1
02/02/2009;22;40;5
02/02/2009;23;37;5
02/02/2009;24;35;8
03/02/2009;1;36;8
03/02/2009;2;36;8
03/02/2009;3;38;8
03/02/2009;4;45;3
03/02/2009;5;46;3
03/02/2009;6;55;0
03/02/2009;7;65;0
03/02/2009;8;81;0
03/02/2009;9;86;2
03/02/2009;10;74;5
03/02/2009;11;74;7
03/02/2009;12;74;9
03/02/2009;13;59;21
03/02/2009;14;50;31
03/02/2009;15;51;29
03/02/2009;16;59;22
03/02/2009;17;77;7
03/02/2009;18;89;0
03/02/2009;19;104;1
03/02/2009;20;105;2
03/02/2009;21;100;1
03/02/2009;22;107;2
03/02/2009;23;100;2
03/02/2009;24;87;1
04/02/2009;1;88;2
04/02/2009;2;79;1
04/02/2009;3;71;0
04/02/2009;4;61;0
04/02/2009;5;56;0
04/02/2009;6;58;0
04/02/2009;7;62;0
04/02/2009;8;72;0
04/02/2009;9;73;1
04/02/2009;10;81;3
04/02/2009;11;55;8
04/02/2009;12;52;8
