date;heure;NO2;O3
;;microg/m3;microg/m3
30/01/2012;13;60;3
30/01/2012;14;61;4
30/01/2012;15;61;2
30/01/2012;16;63;2
30/01/2012;17;63;1
30/01/2012;18;61;0
30/01/2012;19;62;0
30/01/2012;20;58;0
30/01/2012;21;57;3
30/01/2012;22;47;9
30/01/2012;23;40;16
30/01/2012;24;32;23
31/01/2012;1;24;31
31/01/2012;2;20;36
31/01/2012;3;21;37
31/01/2012;4;21;37
31/01/2012;5;27;28
31/01/2012;6;34;21
31/01/2012;7;n/d;n/d
31/01/2012;8;n/d;n/d
31/01/2012;9;35;20
31/01/2012;10;32;27
31/01/2012;11;35;27
31/01/2012;12;42;20
31/01/2012;13;42;14
31/01/2012;14;42;8
31/01/2012;15;43;6
31/01/2012;16;49;3
31/01/2012;17;54;2
31/01/2012;18;59;3
31/01/2012;19;62;4
31/01/2012;20;59;3
31/01/2012;21;61;2
31/01/2012;22;60;2
31/01/2012;23;58;4
31/01/2012;24;51;8
01/02/2012;1;52;7
01/02/2012;2;52;7
01/02/2012;3;64;1
01/02/2012;4;63;2
01/02/2012;5;57;4
01/02/2012;6;55;4
01/02/2012;7;57;3
01/02/2012;8;58;3
01/02/2012;9;52;9
01/02/2012;10;44;17
01/02/2012;11;41;24
01/02/2012;12;39;29
01/02/2012;13;36;35
01/02/2012;14;39;34
01/02/2012;15;47;28
01/02/2012;16;56;20
01/02/2012;17;61;14
01/02/2012;18;68;8
01/02/2012;19;68;7
01/02/2012;20;66;7
01/02/2012;21;64;6
01/02/2012;22;61;9
01/02/2012;23;54;15
01/02/2012;24;50;17
02/02/2012;1;46;19
02/02/2012;2;42;22
02/02/2012;3;37;25
02/02/2012;4;38;23
02/02/2012;5;39;22
02/02/2012;6;48;n/d
02/02/2012;7;54;10
02/02/2012;8;55;8
02/02/2012;9;51;15
02/02/2012;10;46;20
02/02/2012;11;43;24
02/02/2012;12;41;28
02/02/2012;13;41;32
02/02/2012;14;40;35
02/02/2012;15;43;32
02/02/2012;16;47;26
02/02/2012;17;57;18
02/02/2012;18;65;10
02/02/2012;19;64;10
02/02/2012;20;65;6
02/02/2012;21;65;4
02/02/2012;22;61;5
02/02/2012;23;56;6
02/02/2012;24;57;5
03/02/2012;1;54;6
03/02/2012;2;53;5
03/02/2012;3;49;7
03/02/2012;4;45;7
03/02/2012;5;46;5
03/02/2012;6;49;3
03/02/2012;7;52;2
03/02/2012;8;55;3
03/02/2012;9;57;6
03/02/2012;10;52;14
03/02/2012;11;46;20
03/02/2012;12;45;27
03/02/2012;13;39;35
03/02/2012;14;36;38
03/02/2012;15;42;34
03/02/2012;16;52;21
03/02/2012;17;55;19
03/02/2012;18;62;14
03/02/2012;19;68;10
03/02/2012;20;67;10
03/02/2012;21;51;19
03/02/2012;22;47;21
03/02/2012;23;52;13
03/02/2012;24;61;7
04/02/2012;1;50;11
04/02/2012;2;43;18
04/02/2012;3;37;25
04/02/2012;4;31;25
04/02/2012;5;33;25
04/02/2012;6;43;14
04/02/2012;7;49;11
04/02/2012;8;57;5
04/02/2012;9;54;11
04/02/2012;10;54;15
04/02/2012;11;42;27
04/02/2012;12;29;41
04/02/2012;13;32;40
04/02/2012;14;36;38
04/02/2012;15;34;37
04/02/2012;16;43;29
04/02/2012;17;55;17
04/02/2012;18;59;12
04/02/2012;19;62;11
04/02/2012;20;57;16
04/02/2012;21;61;13
04/02/2012;22;55;19
04/02/2012;23;50;19
04/02/2012;24;51;19
05/02/2012;1;44;21
05/02/2012;2;34;25
05/02/2012;3;30;28
05/02/2012;4;28;31
05/02/2012;5;26;36
05/02/2012;6;27;34
05/02/2012;7;28;34
05/02/2012;8;26;35
05/02/2012;9;26;35
05/02/2012;10;25;35
05/02/2012;11;28;36
05/02/2012;12;32;32
05/02/2012;13;30;39
05/02/2012;14;32;35
05/02/2012;15;30;38
05/02/2012;16;29;41
05/02/2012;17;32;39
05/02/2012;18;40;29
05/02/2012;19;55;18
05/02/2012;20;44;26
05/02/2012;21;61;9
05/02/2012;22;56;14
05/02/2012;23;41;26
05/02/2012;24;47;16
06/02/2012;1;61;12
06/02/2012;2;38;31
06/02/2012;3;47;21
06/02/2012;4;39;27
06/02/2012;5;39;25
06/02/2012;6;61;8
06/02/2012;7;73;2
06/02/2012;8;74;2
06/02/2012;9;72;5
06/02/2012;10;73;8
06/02/2012;11;70;12
06/02/2012;12;69;13
06/02/2012;13;64;19
06/02/2012;14;68;15
06/02/2012;15;72;14
06/02/2012;16;80;7
06/02/2012;17;86;4
06/02/2012;18;77;2
06/02/2012;19;69;4
06/02/2012;20;76;2
06/02/2012;21;73;4
06/02/2012;22;61;11
06/02/2012;23;57;12
06/02/2012;24;68;5
07/02/2012;1;67;4
07/02/2012;2;69;2
07/02/2012;3;65;3
07/02/2012;4;60;4
07/02/2012;5;59;2
07/02/2012;6;60;3
07/02/2012;7;62;3
07/02/2012;8;69;3
07/02/2012;9;67;6
07/02/2012;10;69;11
07/02/2012;11;57;19
07/02/2012;12;n/d;n/d
07/02/2012;13;46;n/d
07/02/2012;14;47;31
07/02/2012;15;46;33
07/02/2012;16;48;30
07/02/2012;17;52;22
07/02/2012;18;61;14
07/02/2012;19;59;13
07/02/2012;20;57;14
07/02/2012;21;53;15
07/02/2012;22;50;12
07/02/2012;23;42;18
07/02/2012;24;38;18
08/02/2012;1;39;14
08/02/2012;2;42;11
08/02/2012;3;45;8
08/02/2012;4;45;8
08/02/2012;5;46;7
08/02/2012;6;49;5
08/02/2012;7;52;3
08/02/2012;8;61;4
08/02/2012;9;n/d;5
08/02/2012;10;44;14
08/02/2012;11;44;24
08/02/2012;12;30;35
08/02/2012;13;40;26
08/02/2012;14;43;25
08/02/2012;15;46;26
08/02/2012;16;43;27
08/02/2012;17;58;12
08/02/2012;18;68;3
08/02/2012;19;73;2
08/02/2012;20;72;2
08/02/2012;21;67;3
08/02/2012;22;62;4
08/02/2012;23;63;4
08/02/2012;24;58;4
09/02/2012;1;58;2
09/02/2012;2;57;2
09/02/2012;3;55;2
09/02/2012;4;55;2
09/02/2012;5;55;1
09/02/2012;6;56;n/d
09/02/2012;7;58;2
09/02/2012;8;63;3
09/02/2012;9;63;6
09/02/2012;10;63;10
09/02/2012;11;56;15
09/02/2012;12;55;18
09/02/2012;13;57;21
09/02/2012;14;61;19
09/02/2012;15;68;13
09/02/2012;16;66;10
09/02/2012;17;67;6
09/02/2012;18;69;3
09/02/2012;19;71;2
09/02/2012;20;71;2
09/02/2012;21;64;4
09/02/2012;22;58;5
09/02/2012;23;59;2
09/02/2012;24;58;2
10/02/2012;1;55;2
10/02/2012;2;53;3
10/02/2012;3;48;6
10/02/2012;4;50;4
10/02/2012;5;51;3
10/02/2012;6;53;2
10/02/2012;7;56;1
10/02/2012;8;55;3
10/02/2012;9;53;8
10/02/2012;10;n/d;20
10/02/2012;11;31;33
10/02/2012;12;23;44
10/02/2012;13;21;49
10/02/2012;14;19;52
10/02/2012;15;24;50
10/02/2012;16;38;36
10/02/2012;17;44;31
10/02/2012;18;59;17
10/02/2012;19;65;10
10/02/2012;20;72;3
10/02/2012;21;69;3
10/02/2012;22;64;4
10/02/2012;23;60;6
10/02/2012;24;56;10
11/02/2012;1;52;14
11/02/2012;2;50;18
11/02/2012;3;44;23
11/02/2012;4;46;21
11/02/2012;5;51;15
11/02/2012;6;59;6
11/02/2012;7;57;6
11/02/2012;8;58;5
11/02/2012;9;56;10
11/02/2012;10;59;14
11/02/2012;11;55;24
11/02/2012;12;44;36
11/02/2012;13;33;49
11/02/2012;14;34;50
11/02/2012;15;34;49
11/02/2012;16;32;47
11/02/2012;17;46;32
11/02/2012;18;59;17
11/02/2012;19;68;9
11/02/2012;20;70;6
11/02/2012;21;70;5
11/02/2012;22;69;5
11/02/2012;23;68;5
11/02/2012;24;67;4
12/02/2012;1;65;4
12/02/2012;2;56;8
12/02/2012;3;57;6
12/02/2012;4;56;4
12/02/2012;5;54;3
12/02/2012;6;55;3
12/02/2012;7;57;2
12/02/2012;8;56;4
12/02/2012;9;53;10
12/02/2012;10;47;18
12/02/2012;11;41;27
12/02/2012;12;42;31
12/02/2012;13;43;34
12/02/2012;14;52;31
12/02/2012;15;58;26
12/02/2012;16;64;19
12/02/2012;17;70;14
12/02/2012;18;72;14
12/02/2012;19;78;7
12/02/2012;20;77;7
12/02/2012;21;71;10
12/02/2012;22;66;14
12/02/2012;23;68;8
12/02/2012;24;62;10
13/02/2012;1;69;1
13/02/2012;2;67;0
13/02/2012;3;59;1
13/02/2012;4;52;1
13/02/2012;5;51;1
13/02/2012;6;54;2
13/02/2012;7;61;1
13/02/2012;8;71;0
13/02/2012;9;74;2
13/02/2012;10;73;4
13/02/2012;11;65;9
13/02/2012;12;63;12
13/02/2012;13;57;16
13/02/2012;14;55;19
13/02/2012;15;51;23
13/02/2012;16;64;10
13/02/2012;17;59;10
13/02/2012;18;68;2
13/02/2012;19;69;1
13/02/2012;20;62;5
13/02/2012;21;55;9
13/02/2012;22;52;9
13/02/2012;23;47;10
13/02/2012;24;45;11
14/02/2012;1;41;14
14/02/2012;2;35;20
14/02/2012;3;30;31
14/02/2012;4;26;39
14/02/2012;5;29;36
14/02/2012;6;50;20
14/02/2012;7;63;9
14/02/2012;8;72;5
14/02/2012;9;68;9
14/02/2012;10;50;25
14/02/2012;11;43;36
14/02/2012;12;37;39
14/02/2012;13;34;45
14/02/2012;14;36;43
14/02/2012;15;35;45
14/02/2012;16;47;34
14/02/2012;17;48;32
14/02/2012;18;51;27
14/02/2012;19;57;20
14/02/2012;20;54;19
14/02/2012;21;54;16
14/02/2012;22;52;11
14/02/2012;23;50;12
14/02/2012;24;48;10
15/02/2012;1;45;10
15/02/2012;2;33;22
15/02/2012;3;32;20
15/02/2012;4;33;21
15/02/2012;5;36;19
15/02/2012;6;44;17
15/02/2012;7;54;11
15/02/2012;8;66;4
15/02/2012;9;62;7
15/02/2012;10;52;15
15/02/2012;11;45;24
15/02/2012;12;36;34
15/02/2012;13;37;34
15/02/2012;14;37;38
15/02/2012;15;40;38
15/02/2012;16;49;31
15/02/2012;17;51;27
15/02/2012;18;53;23
15/02/2012;19;55;20
15/02/2012;20;58;15
15/02/2012;21;51;21
15/02/2012;22;45;24
15/02/2012;23;42;25
15/02/2012;24;40;23
16/02/2012;1;32;28
16/02/2012;2;29;28
16/02/2012;3;30;30
16/02/2012;4;29;29
16/02/2012;5;35;21
16/02/2012;6;56;n/d
16/02/2012;7;61;0
16/02/2012;8;63;1
16/02/2012;9;63;4
16/02/2012;10;60;4
16/02/2012;11;55;6
16/02/2012;12;57;8
16/02/2012;13;61;8
16/02/2012;14;57;8
16/02/2012;15;49;10
16/02/2012;16;54;9
16/02/2012;17;58;7
16/02/2012;18;53;21
16/02/2012;19;55;23
16/02/2012;20;57;19
16/02/2012;21;54;19
16/02/2012;22;54;15
16/02/2012;23;48;21
16/02/2012;24;54;12
17/02/2012;1;47;20
17/02/2012;2;36;30
17/02/2012;3;28;39
17/02/2012;4;31;31
17/02/2012;5;38;24
17/02/2012;6;53;12
17/02/2012;7;67;3
17/02/2012;8;71;2
17/02/2012;9;71;5
17/02/2012;10;66;10
17/02/2012;11;56;21
17/02/2012;12;46;28
17/02/2012;13;37;37
17/02/2012;14;40;32
17/02/2012;15;44;29
17/02/2012;16;42;27
17/02/2012;17;47;22
17/02/2012;18;68;2
17/02/2012;19;60;5
17/02/2012;20;61;2
17/02/2012;21;59;2
17/02/2012;22;53;3
17/02/2012;23;45;7
17/02/2012;24;39;9
18/02/2012;1;35;13
18/02/2012;2;34;11
18/02/2012;3;32;10
18/02/2012;4;36;5
18/02/2012;5;38;4
18/02/2012;6;35;7
18/02/2012;7;35;8
18/02/2012;8;40;7
18/02/2012;9;44;5
18/02/2012;10;41;11
18/02/2012;11;39;19
18/02/2012;12;29;32
18/02/2012;13;30;30
18/02/2012;14;30;33
18/02/2012;15;24;42
18/02/2012;16;27;42
18/02/2012;17;32;36
18/02/2012;18;29;37
18/02/2012;19;30;35
18/02/2012;20;32;33
18/02/2012;21;26;42
18/02/2012;22;19;52
18/02/2012;23;19;50
18/02/2012;24;18;52
19/02/2012;1;21;51
19/02/2012;2;20;52
19/02/2012;3;19;48
19/02/2012;4;20;45
19/02/2012;5;19;48
19/02/2012;6;20;47
19/02/2012;7;28;39
19/02/2012;8;29;40
19/02/2012;9;24;44
19/02/2012;10;21;50
19/02/2012;11;15;61
19/02/2012;12;16;64
19/02/2012;13;13;66
19/02/2012;14;13;69
19/02/2012;15;15;70
19/02/2012;16;20;65
19/02/2012;17;22;62
19/02/2012;18;29;53
19/02/2012;19;34;46
19/02/2012;20;36;43
19/02/2012;21;40;38
19/02/2012;22;33;44
19/02/2012;23;34;40
19/02/2012;24;33;38
20/02/2012;1;36;35
20/02/2012;2;38;35
20/02/2012;3;34;39
20/02/2012;4;41;28
20/02/2012;5;45;26
20/02/2012;6;86;2
20/02/2012;7;103;2
20/02/2012;8;123;2
20/02/2012;9;131;4
20/02/2012;10;119;6
20/02/2012;11;61;32
20/02/2012;12;37;48
20/02/2012;13;42;47
20/02/2012;14;35;53
20/02/2012;15;49;40
20/02/2012;16;62;28
20/02/2012;17;76;14
20/02/2012;18;76;11
20/02/2012;19;66;18
20/02/2012;20;80;11
20/02/2012;21;96;2
20/02/2012;22;96;2
20/02/2012;23;109;4
20/02/2012;24;101;3
21/02/2012;1;91;2
21/02/2012;2;85;2
21/02/2012;3;83;1
21/02/2012;4;79;1
21/02/2012;5;81;0
21/02/2012;6;91;0
21/02/2012;7;105;0
21/02/2012;8;99;2
21/02/2012;9;96;5
21/02/2012;10;89;9
21/02/2012;11;55;31
21/02/2012;12;34;51
21/02/2012;13;28;61
21/02/2012;14;30;58
21/02/2012;15;41;48
21/02/2012;16;39;51
21/02/2012;17;61;31
21/02/2012;18;85;10
21/02/2012;19;98;3
21/02/2012;20;111;2
21/02/2012;21;104;2
21/02/2012;22;100;2
21/02/2012;23;104;2
21/02/2012;24;115;4
22/02/2012;1;123;4
22/02/2012;2;115;4
22/02/2012;3;103;4
22/02/2012;4;98;2
22/02/2012;5;98;2
22/02/2012;6;101;1
22/02/2012;7;116;1
22/02/2012;8;138;2
22/02/2012;9;150;2
22/02/2012;10;117;6
22/02/2012;11;67;25
22/02/2012;12;40;50
22/02/2012;13;30;61
22/02/2012;14;29;64
22/02/2012;15;37;55
22/02/2012;16;45;48
22/02/2012;17;53;38
22/02/2012;18;68;24
22/02/2012;19;87;7
22/02/2012;20;84;8
22/02/2012;21;72;15
22/02/2012;22;58;25
22/02/2012;23;51;30
22/02/2012;24;40;36
23/02/2012;1;37;36
23/02/2012;2;36;33
23/02/2012;3;35;33
23/02/2012;4;32;34
23/02/2012;5;36;26
23/02/2012;6;51;n/d
23/02/2012;7;65;1
23/02/2012;8;74;0
23/02/2012;9;71;1
23/02/2012;10;64;2
23/02/2012;11;61;4
23/02/2012;12;43;15
23/02/2012;13;41;14
23/02/2012;14;34;20
23/02/2012;15;44;9
23/02/2012;16;47;5
23/02/2012;17;49;1
23/02/2012;18;54;0
23/02/2012;19;53;1
23/02/2012;20;53;1
23/02/2012;21;54;1
23/02/2012;22;40;11
23/02/2012;23;21;29
23/02/2012;24;18;30
24/02/2012;1;14;33
24/02/2012;2;10;35
24/02/2012;3;13;29
24/02/2012;4;15;24
24/02/2012;5;15;26
24/02/2012;6;24;16
24/02/2012;7;36;7
24/02/2012;8;44;3
24/02/2012;9;44;5
24/02/2012;10;39;8
24/02/2012;11;38;12
24/02/2012;12;n/d;n/d
24/02/2012;13;32;n/d
24/02/2012;14;27;26
24/02/2012;15;31;23
24/02/2012;16;37;17
24/02/2012;17;49;8
24/02/2012;18;51;6
24/02/2012;19;58;1
24/02/2012;20;55;1
24/02/2012;21;50;2
24/02/2012;22;39;9
24/02/2012;23;37;10
24/02/2012;24;31;12
25/02/2012;1;33;10
25/02/2012;2;28;15
25/02/2012;3;22;23
25/02/2012;4;19;24
25/02/2012;5;21;24
25/02/2012;6;21;27
25/02/2012;7;21;26
25/02/2012;8;30;16
25/02/2012;9;32;16
25/02/2012;10;32;20
25/02/2012;11;25;25
25/02/2012;12;26;23
25/02/2012;13;30;17
25/02/2012;14;28;20
25/02/2012;15;31;20
25/02/2012;16;32;19
25/02/2012;17;38;13
25/02/2012;18;44;6
25/02/2012;19;44;9
25/02/2012;20;47;9
25/02/2012;21;37;18
25/02/2012;22;35;22
25/02/2012;23;32;22
25/02/2012;24;27;33
26/02/2012;1;22;45
26/02/2012;2;18;50
26/02/2012;3;23;40
26/02/2012;4;27;40
26/02/2012;5;32;33
26/02/2012;6;28;37
26/02/2012;7;26;38
26/02/2012;8;35;26
26/02/2012;9;38;26
26/02/2012;10;39;25
26/02/2012;11;41;27
26/02/2012;12;30;47
26/02/2012;13;27;55
26/02/2012;14;30;54
26/02/2012;15;33;47
26/02/2012;16;33;48
26/02/2012;17;35;44
26/02/2012;18;38;36
26/02/2012;19;42;32
26/02/2012;20;39;36
26/02/2012;21;53;27
26/02/2012;22;43;39
26/02/2012;23;66;14
26/02/2012;24;71;6
27/02/2012;1;57;12
27/02/2012;2;69;1
27/02/2012;3;70;2
27/02/2012;4;66;1
27/02/2012;5;68;3
27/02/2012;6;75;0
27/02/2012;7;85;0
27/02/2012;8;95;1
27/02/2012;9;102;2
27/02/2012;10;110;2
27/02/2012;11;91;6
27/02/2012;12;67;18
27/02/2012;13;34;52
27/02/2012;14;21;66
27/02/2012;15;23;64
27/02/2012;16;27;61
27/02/2012;17;32;54
27/02/2012;18;45;33
27/02/2012;19;56;14
27/02/2012;20;55;14
27/02/2012;21;49;19
27/02/2012;22;40;28
27/02/2012;23;36;29
27/02/2012;24;32;33
28/02/2012;1;32;32
28/02/2012;2;27;39
28/02/2012;3;26;41
28/02/2012;4;41;22
28/02/2012;5;46;18
28/02/2012;6;58;8
28/02/2012;7;66;2
28/02/2012;8;70;2
28/02/2012;9;66;6
28/02/2012;10;57;12
28/02/2012;11;44;22
28/02/2012;12;42;24
28/02/2012;13;35;31
28/02/2012;14;34;30
28/02/2012;15;44;21
28/02/2012;16;44;19
28/02/2012;17;53;10
28/02/2012;18;56;7
28/02/2012;19;56;7
28/02/2012;20;52;9
28/02/2012;21;69;1
28/02/2012;22;69;0
28/02/2012;23;65;0
28/02/2012;24;66;0
29/02/2012;1;64;0
29/02/2012;2;58;0
29/02/2012;3;58;0
29/02/2012;4;58;0
29/02/2012;5;58;1
29/02/2012;6;59;1
29/02/2012;7;n/d;n/d
29/02/2012;8;n/d;n/d
29/02/2012;9;71;4
29/02/2012;10;68;7
29/02/2012;11;n/d;15
29/02/2012;12;n/d;17
29/02/2012;13;n/d;18
29/02/2012;14;47;20
29/02/2012;15;60;14
29/02/2012;16;55;13
29/02/2012;17;51;13
29/02/2012;18;51;13
29/02/2012;19;53;8
29/02/2012;20;61;3
29/02/2012;21;59;2
29/02/2012;22;49;9
29/02/2012;23;25;25
29/02/2012;24;26;19
01/03/2012;1;25;19
01/03/2012;2;27;17
01/03/2012;3;21;20
01/03/2012;4;18;20
01/03/2012;5;24;13
01/03/2012;6;31;n/d
01/03/2012;7;40;0
01/03/2012;8;43;1
01/03/2012;9;43;2
01/03/2012;10;43;3
01/03/2012;11;38;4
01/03/2012;12;36;6
01/03/2012;13;31;11
01/03/2012;14;32;13
01/03/2012;15;37;13
01/03/2012;16;48;5
01/03/2012;17;49;4
01/03/2012;18;43;7
01/03/2012;19;44;3
01/03/2012;20;45;1
01/03/2012;21;46;0
01/03/2012;22;45;0
01/03/2012;23;48;1
01/03/2012;24;46;5
02/03/2012;1;37;8
02/03/2012;2;42;2
02/03/2012;3;44;1
02/03/2012;4;41;2
02/03/2012;5;41;0
02/03/2012;6;45;0
02/03/2012;7;47;0
02/03/2012;8;46;0
02/03/2012;9;42;1
02/03/2012;10;44;2
02/03/2012;11;39;5
02/03/2012;12;35;12
02/03/2012;13;39;15
02/03/2012;14;39;22
02/03/2012;15;30;29
02/03/2012;16;34;26
02/03/2012;17;34;31
02/03/2012;18;46;20
02/03/2012;19;51;14
02/03/2012;20;47;17
02/03/2012;21;58;5
02/03/2012;22;50;10
02/03/2012;23;46;11
02/03/2012;24;38;18
03/03/2012;1;32;24
03/03/2012;2;35;19
03/03/2012;3;51;4
03/03/2012;4;50;2
03/03/2012;5;47;4
03/03/2012;6;42;6
03/03/2012;7;42;4
03/03/2012;8;41;5
03/03/2012;9;39;6
03/03/2012;10;36;9
03/03/2012;11;33;8
03/03/2012;12;31;11
03/03/2012;13;29;18
03/03/2012;14;27;26
03/03/2012;15;32;29
03/03/2012;16;34;29
03/03/2012;17;42;21
03/03/2012;18;53;8
03/03/2012;19;58;5
03/03/2012;20;63;3
03/03/2012;21;55;4
03/03/2012;22;48;5
03/03/2012;23;44;7
03/03/2012;24;41;7
04/03/2012;1;43;4
04/03/2012;2;33;15
04/03/2012;3;27;21
04/03/2012;4;18;28
04/03/2012;5;19;27
04/03/2012;6;23;26
04/03/2012;7;24;23
04/03/2012;8;26;23
04/03/2012;9;29;23
04/03/2012;10;25;31
04/03/2012;11;25;42
04/03/2012;12;23;47
04/03/2012;13;25;51
04/03/2012;14;22;58
04/03/2012;15;24;57
04/03/2012;16;27;53
04/03/2012;17;36;42
04/03/2012;18;35;48
04/03/2012;19;22;56
04/03/2012;20;19;63
04/03/2012;21;18;62
04/03/2012;22;18;60
04/03/2012;23;16;60
04/03/2012;24;15;61
05/03/2012;1;14;64
05/03/2012;2;12;65
05/03/2012;3;13;63
05/03/2012;4;14;61
05/03/2012;5;21;53
05/03/2012;6;31;43
05/03/2012;7;43;30
05/03/2012;8;48;28
05/03/2012;9;36;42
05/03/2012;10;28;47
05/03/2012;11;n/d;n/d
05/03/2012;12;25;54
05/03/2012;13;24;56
05/03/2012;14;25;59
05/03/2012;15;20;65
05/03/2012;16;23;61
05/03/2012;17;30;54
05/03/2012;18;33;51
05/03/2012;19;32;51
05/03/2012;20;36;43
05/03/2012;21;29;49
05/03/2012;22;21;55
05/03/2012;23;20;54
05/03/2012;24;18;54
06/03/2012;1;17;53
06/03/2012;2;16;51
06/03/2012;3;15;52
06/03/2012;4;15;52
06/03/2012;5;19;46
06/03/2012;6;26;42
06/03/2012;7;43;28
06/03/2012;8;58;15
06/03/2012;9;56;17
06/03/2012;10;51;19
06/03/2012;11;n/d;n/d
06/03/2012;12;44;n/d
06/03/2012;13;45;n/d
06/03/2012;14;50;n/d
06/03/2012;15;45;n/d
06/03/2012;16;57;17
06/03/2012;17;55;14
06/03/2012;18;67;4
06/03/2012;19;67;6
06/03/2012;20;59;n/d
06/03/2012;21;73;n/d
06/03/2012;22;74;n/d
06/03/2012;23;78;n/d
06/03/2012;24;86;n/d
07/03/2012;1;80;n/d
07/03/2012;2;69;n/d
07/03/2012;3;52;n/d
07/03/2012;4;50;n/d
07/03/2012;5;51;n/d
07/03/2012;6;57;n/d
07/03/2012;7;61;n/d
07/03/2012;8;67;n/d
07/03/2012;9;54;n/d
07/03/2012;10;47;14
07/03/2012;11;41;24
07/03/2012;12;40;30
07/03/2012;13;36;39
07/03/2012;14;36;43
07/03/2012;15;35;47
07/03/2012;16;55;22
07/03/2012;17;52;28
07/03/2012;18;47;31
07/03/2012;19;56;21
07/03/2012;20;56;19
07/03/2012;21;50;22
07/03/2012;22;31;38
07/03/2012;23;30;38
07/03/2012;24;27;42
08/03/2012;1;27;n/d
08/03/2012;2;22;44
08/03/2012;3;20;49
08/03/2012;4;23;43
08/03/2012;5;28;38
08/03/2012;6;47;20
08/03/2012;7;58;11
08/03/2012;8;66;10
08/03/2012;9;58;19
08/03/2012;10;47;31
08/03/2012;11;34;47
08/03/2012;12;30;51
08/03/2012;13;26;54
08/03/2012;14;24;58
08/03/2012;15;24;61
08/03/2012;16;32;56
08/03/2012;17;38;50
08/03/2012;18;54;38
08/03/2012;19;53;33
08/03/2012;20;59;30
08/03/2012;21;71;14
08/03/2012;22;71;15
08/03/2012;23;78;5
08/03/2012;24;81;3
09/03/2012;1;54;30
09/03/2012;2;73;13
09/03/2012;3;90;0
09/03/2012;4;84;0
09/03/2012;5;84;0
09/03/2012;6;90;0
09/03/2012;7;96;0
09/03/2012;8;108;1
09/03/2012;9;108;5
09/03/2012;10;101;11
09/03/2012;11;80;24
09/03/2012;12;44;48
09/03/2012;13;42;50
09/03/2012;14;46;47
09/03/2012;15;46;53
09/03/2012;16;44;51
09/03/2012;17;45;54
09/03/2012;18;45;49
09/03/2012;19;60;38
09/03/2012;20;67;27
09/03/2012;21;62;26
09/03/2012;22;42;40
09/03/2012;23;38;39
09/03/2012;24;33;48
10/03/2012;1;33;38
10/03/2012;2;29;49
10/03/2012;3;23;49
10/03/2012;4;23;49
10/03/2012;5;28;43
10/03/2012;6;34;41
10/03/2012;7;44;28
10/03/2012;8;47;26
10/03/2012;9;42;40
10/03/2012;10;39;43
10/03/2012;11;37;45
10/03/2012;12;36;47
10/03/2012;13;33;44
10/03/2012;14;26;47
10/03/2012;15;31;43
10/03/2012;16;32;35
10/03/2012;17;37;33
10/03/2012;18;45;22
10/03/2012;19;41;30
10/03/2012;20;35;31
10/03/2012;21;37;30
10/03/2012;22;34;29
10/03/2012;23;24;39
10/03/2012;24;23;37
11/03/2012;1;25;37
11/03/2012;2;22;33
11/03/2012;3;23;33
11/03/2012;4;23;29
11/03/2012;5;21;31
11/03/2012;6;23;23
11/03/2012;7;32;15
11/03/2012;8;32;13
11/03/2012;9;34;12
11/03/2012;10;31;13
11/03/2012;11;29;18
11/03/2012;12;22;22
11/03/2012;13;21;32
11/03/2012;14;20;45
11/03/2012;15;24;46
11/03/2012;16;22;59
11/03/2012;17;21;60
11/03/2012;18;24;62
11/03/2012;19;39;44
11/03/2012;20;61;28
11/03/2012;21;79;10
11/03/2012;22;70;18
11/03/2012;23;71;12
11/03/2012;24;54;25
12/03/2012;1;58;17
12/03/2012;2;56;16
12/03/2012;3;52;14
12/03/2012;4;54;10
12/03/2012;5;60;2
12/03/2012;6;65;0
12/03/2012;7;72;0
12/03/2012;8;75;4
12/03/2012;9;76;5
12/03/2012;10;50;28
12/03/2012;11;38;49
12/03/2012;12;43;47
12/03/2012;13;45;44
12/03/2012;14;44;n/d
12/03/2012;15;39;n/d
12/03/2012;16;38;50
12/03/2012;17;44;42
12/03/2012;18;47;40
12/03/2012;19;47;39
12/03/2012;20;52;30
12/03/2012;21;62;14
12/03/2012;22;69;5
12/03/2012;23;68;5
12/03/2012;24;58;6
13/03/2012;1;52;4
13/03/2012;2;48;1
13/03/2012;3;46;0
13/03/2012;4;44;0
13/03/2012;5;42;1
13/03/2012;6;44;0
13/03/2012;7;45;2
13/03/2012;8;45;5
13/03/2012;9;42;6
13/03/2012;10;35;14
13/03/2012;11;30;21
13/03/2012;12;28;28
13/03/2012;13;27;33
13/03/2012;14;27;38
13/03/2012;15;37;33
13/03/2012;16;37;41
13/03/2012;17;40;37
13/03/2012;18;53;17
13/03/2012;19;63;6
13/03/2012;20;60;5
13/03/2012;21;52;2
13/03/2012;22;54;0
13/03/2012;23;52;0
13/03/2012;24;52;0
14/03/2012;1;49;0
14/03/2012;2;41;4
14/03/2012;3;41;1
14/03/2012;4;42;0
14/03/2012;5;41;0
14/03/2012;6;43;0
14/03/2012;7;43;0
14/03/2012;8;41;3
14/03/2012;9;41;7
14/03/2012;10;41;10
14/03/2012;11;47;12
14/03/2012;12;38;20
14/03/2012;13;33;25
14/03/2012;14;33;26
14/03/2012;15;38;25
14/03/2012;16;39;26
14/03/2012;17;46;19
14/03/2012;18;57;8
14/03/2012;19;65;1
14/03/2012;20;60;0
14/03/2012;21;56;0
14/03/2012;22;52;0
14/03/2012;23;53;0
